Date,Month,Season,Temperature,DayType,Event,TimeSlot,LocationType,Product,UnitsSold,Sales
2025-06-01,6,Summer,38.99762477136933,Weekend,None,Night,Rural,Vanilla,159,6360
2025-06-01,6,Summer,38.99762477136933,Weekend,None,Night,Rural,Chocolate,203,10150
2025-06-01,6,Summer,38.99762477136933,Weekend,None,Night,Rural,Strawberry,152,6840
2025-06-01,6,Summer,38.99762477136933,Weekend,None,Night,Rural,Butterscotch,185,10175
2025-06-01,6,Summer,38.99762477136933,Weekend,None,Night,Rural,Coffee,146,8760
2025-06-02,6,Summer,34.73632096367223,Weekday,None,Evening,Rural,Vanilla,168,6720
2025-06-02,6,Summer,34.73632096367223,Weekday,None,Evening,Rural,Chocolate,215,10750
2025-06-02,6,Summer,34.73632096367223,Weekday,None,Evening,Rural,Strawberry,147,6615
2025-06-02,6,Summer,34.73632096367223,Weekday,None,Evening,Rural,Butterscotch,199,10945
2025-06-02,6,Summer,34.73632096367223,Weekday,None,Evening,Rural,Coffee,121,7260
2025-06-03,6,Summer,39.14699098339966,Weekday,None,Evening,Urban,Vanilla,234,9360
2025-06-03,6,Summer,39.14699098339966,Weekday,None,Evening,Urban,Chocolate,261,13050
2025-06-03,6,Summer,39.14699098339966,Weekday,None,Evening,Urban,Strawberry,207,9315
2025-06-03,6,Summer,39.14699098339966,Weekday,None,Evening,Urban,Butterscotch,233,12815
2025-06-03,6,Summer,39.14699098339966,Weekday,None,Evening,Urban,Coffee,145,8700
2025-06-04,6,Summer,39.476012162308876,Weekday,None,Morning,Urban,Vanilla,171,6840
2025-06-04,6,Summer,39.476012162308876,Weekday,None,Morning,Urban,Chocolate,241,12050
2025-06-04,6,Summer,39.476012162308876,Weekday,None,Morning,Urban,Strawberry,168,7560
2025-06-04,6,Summer,39.476012162308876,Weekday,None,Morning,Urban,Butterscotch,234,12870
2025-06-04,6,Summer,39.476012162308876,Weekday,None,Morning,Urban,Coffee,160,9600
2025-06-05,6,Summer,40.48550923946005,Weekday,Holi,Evening,Urban,Vanilla,228,9120
2025-06-05,6,Summer,40.48550923946005,Weekday,Holi,Evening,Urban,Chocolate,279,13950
2025-06-05,6,Summer,40.48550923946005,Weekday,Holi,Evening,Urban,Strawberry,229,10305
2025-06-05,6,Summer,40.48550923946005,Weekday,Holi,Evening,Urban,Butterscotch,285,15675
2025-06-05,6,Summer,40.48550923946005,Weekday,Holi,Evening,Urban,Coffee,203,12180
2025-06-06,6,Summer,36.31075676884288,Weekday,None,Night,Urban,Vanilla,164,6560
2025-06-06,6,Summer,36.31075676884288,Weekday,None,Night,Urban,Chocolate,224,11200
2025-06-06,6,Summer,36.31075676884288,Weekday,None,Night,Urban,Strawberry,167,7515
2025-06-06,6,Summer,36.31075676884288,Weekday,None,Night,Urban,Butterscotch,183,10065
2025-06-06,6,Summer,36.31075676884288,Weekday,None,Night,Urban,Coffee,119,7140
2025-06-07,6,Summer,41.12538235706478,Weekend,None,Afternoon,Urban,Vanilla,206,8240
2025-06-07,6,Summer,41.12538235706478,Weekend,None,Afternoon,Urban,Chocolate,228,11400
2025-06-07,6,Summer,41.12538235706478,Weekend,None,Afternoon,Urban,Strawberry,220,9900
2025-06-07,6,Summer,41.12538235706478,Weekend,None,Afternoon,Urban,Butterscotch,213,11715
2025-06-07,6,Summer,41.12538235706478,Weekend,None,Afternoon,Urban,Coffee,173,10380
2025-06-08,6,Summer,38.20725557817281,Weekend,None,Afternoon,Rural,Vanilla,137,5480
2025-06-08,6,Summer,38.20725557817281,Weekend,None,Afternoon,Rural,Chocolate,199,9950
2025-06-08,6,Summer,38.20725557817281,Weekend,None,Afternoon,Rural,Strawberry,148,6660
2025-06-08,6,Summer,38.20725557817281,Weekend,None,Afternoon,Rural,Butterscotch,174,9570
2025-06-08,6,Summer,38.20725557817281,Weekend,None,Afternoon,Rural,Coffee,124,7440
2025-06-09,6,Summer,33.57712083347441,Weekday,None,Afternoon,Urban,Vanilla,155,6200
2025-06-09,6,Summer,33.57712083347441,Weekday,None,Afternoon,Urban,Chocolate,203,10150
2025-06-09,6,Summer,33.57712083347441,Weekday,None,Afternoon,Urban,Strawberry,174,7830
2025-06-09,6,Summer,33.57712083347441,Weekday,None,Afternoon,Urban,Butterscotch,181,9955
2025-06-09,6,Summer,33.57712083347441,Weekday,None,Afternoon,Urban,Coffee,145,8700
2025-06-10,6,Summer,38.112690054143336,Weekday,None,Evening,Urban,Vanilla,212,8480
2025-06-10,6,Summer,38.112690054143336,Weekday,None,Evening,Urban,Chocolate,258,12900
2025-06-10,6,Summer,38.112690054143336,Weekday,None,Evening,Urban,Strawberry,197,8865
2025-06-10,6,Summer,38.112690054143336,Weekday,None,Evening,Urban,Butterscotch,232,12760
2025-06-10,6,Summer,38.112690054143336,Weekday,None,Evening,Urban,Coffee,173,10380
2025-06-11,6,Summer,39.49813898184739,Weekday,None,Afternoon,Urban,Vanilla,177,7080
2025-06-11,6,Summer,39.49813898184739,Weekday,None,Afternoon,Urban,Chocolate,208,10400
2025-06-11,6,Summer,39.49813898184739,Weekday,None,Afternoon,Urban,Strawberry,175,7875
2025-06-11,6,Summer,39.49813898184739,Weekday,None,Afternoon,Urban,Butterscotch,190,10450
2025-06-11,6,Summer,39.49813898184739,Weekday,None,Afternoon,Urban,Coffee,157,9420
2025-06-12,6,Summer,37.44069075253534,Weekday,Holi,Night,Urban,Vanilla,210,8400
2025-06-12,6,Summer,37.44069075253534,Weekday,Holi,Night,Urban,Chocolate,263,13150
2025-06-12,6,Summer,37.44069075253534,Weekday,Holi,Night,Urban,Strawberry,176,7920
2025-06-12,6,Summer,37.44069075253534,Weekday,Holi,Night,Urban,Butterscotch,229,12595
2025-06-12,6,Summer,37.44069075253534,Weekday,Holi,Night,Urban,Coffee,173,10380
2025-06-13,6,Summer,34.369214627459186,Weekday,None,Afternoon,Urban,Vanilla,194,7760
2025-06-13,6,Summer,34.369214627459186,Weekday,None,Afternoon,Urban,Chocolate,220,11000
2025-06-13,6,Summer,34.369214627459186,Weekday,None,Afternoon,Urban,Strawberry,160,7200
2025-06-13,6,Summer,34.369214627459186,Weekday,None,Afternoon,Urban,Butterscotch,196,10780
2025-06-13,6,Summer,34.369214627459186,Weekday,None,Afternoon,Urban,Coffee,132,7920
2025-06-14,6,Summer,37.16194925882924,Weekend,None,Morning,Urban,Vanilla,195,7800
2025-06-14,6,Summer,37.16194925882924,Weekend,None,Morning,Urban,Chocolate,229,11450
2025-06-14,6,Summer,37.16194925882924,Weekend,None,Morning,Urban,Strawberry,180,8100
2025-06-14,6,Summer,37.16194925882924,Weekend,None,Morning,Urban,Butterscotch,230,12650
2025-06-14,6,Summer,37.16194925882924,Weekend,None,Morning,Urban,Coffee,154,9240
2025-06-15,6,Summer,40.29298884239116,Weekend,None,Afternoon,Rural,Vanilla,191,7640
2025-06-15,6,Summer,40.29298884239116,Weekend,None,Afternoon,Rural,Chocolate,210,10500
2025-06-15,6,Summer,40.29298884239116,Weekend,None,Afternoon,Rural,Strawberry,149,6705
2025-06-15,6,Summer,40.29298884239116,Weekend,None,Afternoon,Rural,Butterscotch,207,11385
2025-06-15,6,Summer,40.29298884239116,Weekend,None,Afternoon,Rural,Coffee,120,7200
2025-06-16,6,Summer,39.38646228817903,Weekday,None,Evening,Urban,Vanilla,216,8640
2025-06-16,6,Summer,39.38646228817903,Weekday,None,Evening,Urban,Chocolate,231,11550
2025-06-16,6,Summer,39.38646228817903,Weekday,None,Evening,Urban,Strawberry,180,8100
2025-06-16,6,Summer,39.38646228817903,Weekday,None,Evening,Urban,Butterscotch,244,13420
2025-06-16,6,Summer,39.38646228817903,Weekday,None,Evening,Urban,Coffee,177,10620
2025-06-17,6,Summer,35.631338943451034,Weekday,None,Afternoon,Rural,Vanilla,162,6480
2025-06-17,6,Summer,35.631338943451034,Weekday,None,Afternoon,Rural,Chocolate,175,8750
2025-06-17,6,Summer,35.631338943451034,Weekday,None,Afternoon,Rural,Strawberry,143,6435
2025-06-17,6,Summer,35.631338943451034,Weekday,None,Afternoon,Rural,Butterscotch,173,9515
2025-06-17,6,Summer,35.631338943451034,Weekday,None,Afternoon,Rural,Coffee,141,8460
2025-06-18,6,Summer,41.59467617960386,Weekday,None,Morning,Urban,Vanilla,190,7600
2025-06-18,6,Summer,41.59467617960386,Weekday,None,Morning,Urban,Chocolate,226,11300
2025-06-18,6,Summer,41.59467617960386,Weekday,None,Morning,Urban,Strawberry,158,7110
2025-06-18,6,Summer,41.59467617960386,Weekday,None,Morning,Urban,Butterscotch,225,12375
2025-06-18,6,Summer,41.59467617960386,Weekday,None,Morning,Urban,Coffee,174,10440
2025-06-19,6,Summer,40.74880759678961,Weekday,None,Afternoon,Rural,Vanilla,204,8160
2025-06-19,6,Summer,40.74880759678961,Weekday,None,Afternoon,Rural,Chocolate,205,10250
2025-06-19,6,Summer,40.74880759678961,Weekday,None,Afternoon,Rural,Strawberry,133,5985
2025-06-19,6,Summer,40.74880759678961,Weekday,None,Afternoon,Rural,Butterscotch,172,9460
2025-06-19,6,Summer,40.74880759678961,Weekday,None,Afternoon,Rural,Coffee,115,6900
2025-06-20,6,Summer,36.618823002030034,Weekday,None,Evening,Urban,Vanilla,209,8360
2025-06-20,6,Summer,36.618823002030034,Weekday,None,Evening,Urban,Chocolate,257,12850
2025-06-20,6,Summer,36.618823002030034,Weekday,None,Evening,Urban,Strawberry,200,9000
2025-06-20,6,Summer,36.618823002030034,Weekday,None,Evening,Urban,Butterscotch,232,12760
2025-06-20,6,Summer,36.618823002030034,Weekday,None,Evening,Urban,Coffee,165,9900
2025-06-21,6,Summer,38.046737041428656,Weekend,None,Afternoon,Urban,Vanilla,207,8280
2025-06-21,6,Summer,38.046737041428656,Weekend,None,Afternoon,Urban,Chocolate,241,12050
2025-06-21,6,Summer,38.046737041428656,Weekend,None,Afternoon,Urban,Strawberry,187,8415
2025-06-21,6,Summer,38.046737041428656,Weekend,None,Afternoon,Urban,Butterscotch,218,11990
2025-06-21,6,Summer,38.046737041428656,Weekend,None,Afternoon,Urban,Coffee,138,8280
2025-06-22,6,Summer,35.448303831489696,Weekend,None,Morning,Rural,Vanilla,193,7720
2025-06-22,6,Summer,35.448303831489696,Weekend,None,Morning,Rural,Chocolate,191,9550
2025-06-22,6,Summer,35.448303831489696,Weekend,None,Morning,Rural,Strawberry,165,7425
2025-06-22,6,Summer,35.448303831489696,Weekend,None,Morning,Rural,Butterscotch,173,9515
2025-06-22,6,Summer,35.448303831489696,Weekend,None,Morning,Rural,Coffee,144,8640
2025-06-23,6,Summer,38.27175177044449,Weekday,None,Afternoon,Rural,Vanilla,171,6840
2025-06-23,6,Summer,38.27175177044449,Weekday,None,Afternoon,Rural,Chocolate,201,10050
2025-06-23,6,Summer,38.27175177044449,Weekday,None,Afternoon,Rural,Strawberry,143,6435
2025-06-23,6,Summer,38.27175177044449,Weekday,None,Afternoon,Rural,Butterscotch,188,10340
2025-06-23,6,Summer,38.27175177044449,Weekday,None,Afternoon,Rural,Coffee,141,8460
2025-06-24,6,Summer,38.19735406842425,Weekday,None,Night,Urban,Vanilla,175,7000
2025-06-24,6,Summer,38.19735406842425,Weekday,None,Night,Urban,Chocolate,212,10600
2025-06-24,6,Summer,38.19735406842425,Weekday,None,Night,Urban,Strawberry,142,6390
2025-06-24,6,Summer,38.19735406842425,Weekday,None,Night,Urban,Butterscotch,195,10725
2025-06-24,6,Summer,38.19735406842425,Weekday,None,Night,Urban,Coffee,142,8520
2025-06-25,6,Summer,38.54840513819222,Weekday,None,Evening,Rural,Vanilla,207,8280
2025-06-25,6,Summer,38.54840513819222,Weekday,None,Evening,Rural,Chocolate,216,10800
2025-06-25,6,Summer,38.54840513819222,Weekday,None,Evening,Rural,Strawberry,173,7785
2025-06-25,6,Summer,38.54840513819222,Weekday,None,Evening,Rural,Butterscotch,207,11385
2025-06-25,6,Summer,38.54840513819222,Weekday,None,Evening,Rural,Coffee,164,9840
2025-06-26,6,Summer,33.2683148872415,Weekday,None,Afternoon,Urban,Vanilla,157,6280
2025-06-26,6,Summer,33.2683148872415,Weekday,None,Afternoon,Urban,Chocolate,211,10550
2025-06-26,6,Summer,33.2683148872415,Weekday,None,Afternoon,Urban,Strawberry,159,7155
2025-06-26,6,Summer,33.2683148872415,Weekday,None,Afternoon,Urban,Butterscotch,182,10010
2025-06-26,6,Summer,33.2683148872415,Weekday,None,Afternoon,Urban,Coffee,107,6420
2025-06-27,6,Summer,37.288568271691474,Weekday,None,Evening,Urban,Vanilla,216,8640
2025-06-27,6,Summer,37.288568271691474,Weekday,None,Evening,Urban,Chocolate,262,13100
2025-06-27,6,Summer,37.288568271691474,Weekday,None,Evening,Urban,Strawberry,159,7155
2025-06-27,6,Summer,37.288568271691474,Weekday,None,Evening,Urban,Butterscotch,224,12320
2025-06-27,6,Summer,37.288568271691474,Weekday,None,Evening,Urban,Coffee,178,10680
2025-06-28,6,Summer,36.73555100850091,Weekend,Christmas,Evening,Urban,Vanilla,284,11360
2025-06-28,6,Summer,36.73555100850091,Weekend,Christmas,Evening,Urban,Chocolate,307,15350
2025-06-28,6,Summer,36.73555100850091,Weekend,Christmas,Evening,Urban,Strawberry,239,10755
2025-06-28,6,Summer,36.73555100850091,Weekend,Christmas,Evening,Urban,Butterscotch,309,16995
2025-06-28,6,Summer,36.73555100850091,Weekend,Christmas,Evening,Urban,Coffee,187,11220
2025-06-29,6,Summer,31.649292224130953,Weekend,None,Afternoon,Urban,Vanilla,203,8120
2025-06-29,6,Summer,31.649292224130953,Weekend,None,Afternoon,Urban,Chocolate,222,11100
2025-06-29,6,Summer,31.649292224130953,Weekend,None,Afternoon,Urban,Strawberry,177,7965
2025-06-29,6,Summer,31.649292224130953,Weekend,None,Afternoon,Urban,Butterscotch,225,12375
2025-06-29,6,Summer,31.649292224130953,Weekend,None,Afternoon,Urban,Coffee,150,9000
2025-06-30,6,Summer,37.420534325451264,Weekday,Summer Vacation,Evening,Rural,Vanilla,192,7680
2025-06-30,6,Summer,37.420534325451264,Weekday,Summer Vacation,Evening,Rural,Chocolate,262,13100
2025-06-30,6,Summer,37.420534325451264,Weekday,Summer Vacation,Evening,Rural,Strawberry,194,8730
2025-06-30,6,Summer,37.420534325451264,Weekday,Summer Vacation,Evening,Rural,Butterscotch,232,12760
2025-06-30,6,Summer,37.420534325451264,Weekday,Summer Vacation,Evening,Rural,Coffee,192,11520
2025-07-01,7,Monsoon,27.464523962741236,Weekday,None,Night,Urban,Vanilla,100,4000
2025-07-01,7,Monsoon,27.464523962741236,Weekday,None,Night,Urban,Chocolate,100,5000
2025-07-01,7,Monsoon,27.464523962741236,Weekday,None,Night,Urban,Strawberry,84,3780
2025-07-01,7,Monsoon,27.464523962741236,Weekday,None,Night,Urban,Butterscotch,100,5500
2025-07-01,7,Monsoon,27.464523962741236,Weekday,None,Night,Urban,Coffee,94,5640
2025-07-02,7,Monsoon,27.963731886666285,Weekday,Diwali,Evening,Urban,Vanilla,170,6800
2025-07-02,7,Monsoon,27.963731886666285,Weekday,Diwali,Evening,Urban,Chocolate,209,10450
2025-07-02,7,Monsoon,27.963731886666285,Weekday,Diwali,Evening,Urban,Strawberry,145,6525
2025-07-02,7,Monsoon,27.963731886666285,Weekday,Diwali,Evening,Urban,Butterscotch,180,9900
2025-07-02,7,Monsoon,27.963731886666285,Weekday,Diwali,Evening,Urban,Coffee,154,9240
2025-07-03,7,Monsoon,32.06961961220772,Weekday,Summer Vacation,Afternoon,Rural,Vanilla,105,4200
2025-07-03,7,Monsoon,32.06961961220772,Weekday,Summer Vacation,Afternoon,Rural,Chocolate,188,9400
2025-07-03,7,Monsoon,32.06961961220772,Weekday,Summer Vacation,Afternoon,Rural,Strawberry,121,5445
2025-07-03,7,Monsoon,32.06961961220772,Weekday,Summer Vacation,Afternoon,Rural,Butterscotch,147,8085
2025-07-03,7,Monsoon,32.06961961220772,Weekday,Summer Vacation,Afternoon,Rural,Coffee,94,5640
2025-07-04,7,Monsoon,25.210837699055393,Weekday,None,Evening,Rural,Vanilla,108,4320
2025-07-04,7,Monsoon,25.210837699055393,Weekday,None,Evening,Rural,Chocolate,131,6550
2025-07-04,7,Monsoon,25.210837699055393,Weekday,None,Evening,Rural,Strawberry,60,2700
2025-07-04,7,Monsoon,25.210837699055393,Weekday,None,Evening,Rural,Butterscotch,140,7700
2025-07-04,7,Monsoon,25.210837699055393,Weekday,None,Evening,Rural,Coffee,107,6420
2025-07-05,7,Monsoon,29.91435106231406,Weekend,None,Evening,Urban,Vanilla,179,7160
2025-07-05,7,Monsoon,29.91435106231406,Weekend,None,Evening,Urban,Chocolate,158,7900
2025-07-05,7,Monsoon,29.91435106231406,Weekend,None,Evening,Urban,Strawberry,176,7920
2025-07-05,7,Monsoon,29.91435106231406,Weekend,None,Evening,Urban,Butterscotch,198,10890
2025-07-05,7,Monsoon,29.91435106231406,Weekend,None,Evening,Urban,Coffee,165,9900
2025-07-06,7,Monsoon,31.474929183467076,Weekend,None,Evening,Rural,Vanilla,173,6920
2025-07-06,7,Monsoon,31.474929183467076,Weekend,None,Evening,Rural,Chocolate,171,8550
2025-07-06,7,Monsoon,31.474929183467076,Weekend,None,Evening,Rural,Strawberry,163,7335
2025-07-06,7,Monsoon,31.474929183467076,Weekend,None,Evening,Rural,Butterscotch,195,10725
2025-07-06,7,Monsoon,31.474929183467076,Weekend,None,Evening,Rural,Coffee,139,8340
2025-07-07,7,Monsoon,28.856542036378,Weekday,Navratri,Afternoon,Urban,Vanilla,155,6200
2025-07-07,7,Monsoon,28.856542036378,Weekday,Navratri,Afternoon,Urban,Chocolate,170,8500
2025-07-07,7,Monsoon,28.856542036378,Weekday,Navratri,Afternoon,Urban,Strawberry,148,6660
2025-07-07,7,Monsoon,28.856542036378,Weekday,Navratri,Afternoon,Urban,Butterscotch,190,10450
2025-07-07,7,Monsoon,28.856542036378,Weekday,Navratri,Afternoon,Urban,Coffee,135,8100
2025-07-08,7,Monsoon,31.11485457422827,Weekday,None,Afternoon,Urban,Vanilla,122,4880
2025-07-08,7,Monsoon,31.11485457422827,Weekday,None,Afternoon,Urban,Chocolate,145,7250
2025-07-08,7,Monsoon,31.11485457422827,Weekday,None,Afternoon,Urban,Strawberry,113,5085
2025-07-08,7,Monsoon,31.11485457422827,Weekday,None,Afternoon,Urban,Butterscotch,104,5720
2025-07-08,7,Monsoon,31.11485457422827,Weekday,None,Afternoon,Urban,Coffee,112,6720
2025-07-09,7,Monsoon,28.76323984989174,Weekday,None,Night,Urban,Vanilla,131,5240
2025-07-09,7,Monsoon,28.76323984989174,Weekday,None,Night,Urban,Chocolate,140,7000
2025-07-09,7,Monsoon,28.76323984989174,Weekday,None,Night,Urban,Strawberry,123,5535
2025-07-09,7,Monsoon,28.76323984989174,Weekday,None,Night,Urban,Butterscotch,119,6545
2025-07-09,7,Monsoon,28.76323984989174,Weekday,None,Night,Urban,Coffee,100,6000
2025-07-10,7,Monsoon,29.580175799270865,Weekday,None,Evening,Urban,Vanilla,149,5960
2025-07-10,7,Monsoon,29.580175799270865,Weekday,None,Evening,Urban,Chocolate,184,9200
2025-07-10,7,Monsoon,29.580175799270865,Weekday,None,Evening,Urban,Strawberry,117,5265
2025-07-10,7,Monsoon,29.580175799270865,Weekday,None,Evening,Urban,Butterscotch,149,8195
2025-07-10,7,Monsoon,29.580175799270865,Weekday,None,Evening,Urban,Coffee,107,6420
2025-07-11,7,Monsoon,30.999262087186967,Weekday,Summer Vacation,Evening,Urban,Vanilla,201,8040
2025-07-11,7,Monsoon,30.999262087186967,Weekday,Summer Vacation,Evening,Urban,Chocolate,201,10050
2025-07-11,7,Monsoon,30.999262087186967,Weekday,Summer Vacation,Evening,Urban,Strawberry,174,7830
2025-07-11,7,Monsoon,30.999262087186967,Weekday,Summer Vacation,Evening,Urban,Butterscotch,190,10450
2025-07-11,7,Monsoon,30.999262087186967,Weekday,Summer Vacation,Evening,Urban,Coffee,146,8760
2025-07-12,7,Monsoon,28.255871349337347,Weekend,None,Afternoon,Urban,Vanilla,138,5520
2025-07-12,7,Monsoon,28.255871349337347,Weekend,None,Afternoon,Urban,Chocolate,151,7550
2025-07-12,7,Monsoon,28.255871349337347,Weekend,None,Afternoon,Urban,Strawberry,136,6120
2025-07-12,7,Monsoon,28.255871349337347,Weekend,None,Afternoon,Urban,Butterscotch,147,8085
2025-07-12,7,Monsoon,28.255871349337347,Weekend,None,Afternoon,Urban,Coffee,95,5700
2025-07-13,7,Monsoon,27.382679916684573,Weekend,None,Night,Urban,Vanilla,142,5680
2025-07-13,7,Monsoon,27.382679916684573,Weekend,None,Night,Urban,Chocolate,150,7500
2025-07-13,7,Monsoon,27.382679916684573,Weekend,None,Night,Urban,Strawberry,110,4950
2025-07-13,7,Monsoon,27.382679916684573,Weekend,None,Night,Urban,Butterscotch,126,6930
2025-07-13,7,Monsoon,27.382679916684573,Weekend,None,Night,Urban,Coffee,88,5280
2025-07-14,7,Monsoon,27.34135925127726,Weekday,Summer Vacation,Evening,Rural,Vanilla,160,6400
2025-07-14,7,Monsoon,27.34135925127726,Weekday,Summer Vacation,Evening,Rural,Chocolate,176,8800
2025-07-14,7,Monsoon,27.34135925127726,Weekday,Summer Vacation,Evening,Rural,Strawberry,146,6570
2025-07-14,7,Monsoon,27.34135925127726,Weekday,Summer Vacation,Evening,Rural,Butterscotch,170,9350
2025-07-14,7,Monsoon,27.34135925127726,Weekday,Summer Vacation,Evening,Rural,Coffee,112,6720
2025-07-15,7,Monsoon,27.58484421796297,Weekday,None,Night,Urban,Vanilla,116,4640
2025-07-15,7,Monsoon,27.58484421796297,Weekday,None,Night,Urban,Chocolate,122,6100
2025-07-15,7,Monsoon,27.58484421796297,Weekday,None,Night,Urban,Strawberry,111,4995
2025-07-15,7,Monsoon,27.58484421796297,Weekday,None,Night,Urban,Butterscotch,120,6600
2025-07-15,7,Monsoon,27.58484421796297,Weekday,None,Night,Urban,Coffee,84,5040
2025-07-16,7,Monsoon,27.372670849724894,Weekday,None,Evening,Urban,Vanilla,130,5200
2025-07-16,7,Monsoon,27.372670849724894,Weekday,None,Evening,Urban,Chocolate,163,8150
2025-07-16,7,Monsoon,27.372670849724894,Weekday,None,Evening,Urban,Strawberry,134,6030
2025-07-16,7,Monsoon,27.372670849724894,Weekday,None,Evening,Urban,Butterscotch,151,8305
2025-07-16,7,Monsoon,27.372670849724894,Weekday,None,Evening,Urban,Coffee,113,6780
2025-07-17,7,Monsoon,27.629628243178985,Weekday,None,Evening,Rural,Vanilla,117,4680
2025-07-17,7,Monsoon,27.629628243178985,Weekday,None,Evening,Rural,Chocolate,144,7200
2025-07-17,7,Monsoon,27.629628243178985,Weekday,None,Evening,Rural,Strawberry,94,4230
2025-07-17,7,Monsoon,27.629628243178985,Weekday,None,Evening,Rural,Butterscotch,119,6545
2025-07-17,7,Monsoon,27.629628243178985,Weekday,None,Evening,Rural,Coffee,103,6180
2025-07-18,7,Monsoon,31.597386581986846,Weekday,None,Evening,Rural,Vanilla,134,5360
2025-07-18,7,Monsoon,31.597386581986846,Weekday,None,Evening,Rural,Chocolate,153,7650
2025-07-18,7,Monsoon,31.597386581986846,Weekday,None,Evening,Rural,Strawberry,126,5670
2025-07-18,7,Monsoon,31.597386581986846,Weekday,None,Evening,Rural,Butterscotch,163,8965
2025-07-18,7,Monsoon,31.597386581986846,Weekday,None,Evening,Rural,Coffee,108,6480
2025-07-19,7,Monsoon,27.056565641446145,Weekend,Navratri,Evening,Urban,Vanilla,182,7280
2025-07-19,7,Monsoon,27.056565641446145,Weekend,Navratri,Evening,Urban,Chocolate,248,12400
2025-07-19,7,Monsoon,27.056565641446145,Weekend,Navratri,Evening,Urban,Strawberry,192,8640
2025-07-19,7,Monsoon,27.056565641446145,Weekend,Navratri,Evening,Urban,Butterscotch,203,11165
2025-07-19,7,Monsoon,27.056565641446145,Weekend,Navratri,Evening,Urban,Coffee,144,8640
2025-07-20,7,Monsoon,31.631643680032447,Weekend,None,Night,Rural,Vanilla,129,5160
2025-07-20,7,Monsoon,31.631643680032447,Weekend,None,Night,Rural,Chocolate,156,7800
2025-07-20,7,Monsoon,31.631643680032447,Weekend,None,Night,Rural,Strawberry,110,4950
2025-07-20,7,Monsoon,31.631643680032447,Weekend,None,Night,Rural,Butterscotch,153,8415
2025-07-20,7,Monsoon,31.631643680032447,Weekend,None,Night,Rural,Coffee,94,5640
2025-07-21,7,Monsoon,28.455811205031665,Weekday,Summer Vacation,Afternoon,Urban,Vanilla,135,5400
2025-07-21,7,Monsoon,28.455811205031665,Weekday,Summer Vacation,Afternoon,Urban,Chocolate,166,8300
2025-07-21,7,Monsoon,28.455811205031665,Weekday,Summer Vacation,Afternoon,Urban,Strawberry,127,5715
2025-07-21,7,Monsoon,28.455811205031665,Weekday,Summer Vacation,Afternoon,Urban,Butterscotch,142,7810
2025-07-21,7,Monsoon,28.455811205031665,Weekday,Summer Vacation,Afternoon,Urban,Coffee,128,7680
2025-07-22,7,Monsoon,28.83497296217721,Weekday,Summer Vacation,Morning,Urban,Vanilla,125,5000
2025-07-22,7,Monsoon,28.83497296217721,Weekday,Summer Vacation,Morning,Urban,Chocolate,205,10250
2025-07-22,7,Monsoon,28.83497296217721,Weekday,Summer Vacation,Morning,Urban,Strawberry,112,5040
2025-07-22,7,Monsoon,28.83497296217721,Weekday,Summer Vacation,Morning,Urban,Butterscotch,165,9075
2025-07-22,7,Monsoon,28.83497296217721,Weekday,Summer Vacation,Morning,Urban,Coffee,96,5760
2025-07-23,7,Monsoon,24.240371435139277,Weekday,None,Evening,Urban,Vanilla,121,4840
2025-07-23,7,Monsoon,24.240371435139277,Weekday,None,Evening,Urban,Chocolate,183,9150
2025-07-23,7,Monsoon,24.240371435139277,Weekday,None,Evening,Urban,Strawberry,99,4455
2025-07-23,7,Monsoon,24.240371435139277,Weekday,None,Evening,Urban,Butterscotch,171,9405
2025-07-23,7,Monsoon,24.240371435139277,Weekday,None,Evening,Urban,Coffee,102,6120
2025-07-24,7,Monsoon,29.070742834177278,Weekday,None,Afternoon,Urban,Vanilla,100,4000
2025-07-24,7,Monsoon,29.070742834177278,Weekday,None,Afternoon,Urban,Chocolate,146,7300
2025-07-24,7,Monsoon,29.070742834177278,Weekday,None,Afternoon,Urban,Strawberry,94,4230
2025-07-24,7,Monsoon,29.070742834177278,Weekday,None,Afternoon,Urban,Butterscotch,154,8470
2025-07-24,7,Monsoon,29.070742834177278,Weekday,None,Afternoon,Urban,Coffee,57,3420
2025-07-25,7,Monsoon,29.49651708352337,Weekday,None,Afternoon,Urban,Vanilla,119,4760
2025-07-25,7,Monsoon,29.49651708352337,Weekday,None,Afternoon,Urban,Chocolate,104,5200
2025-07-25,7,Monsoon,29.49651708352337,Weekday,None,Afternoon,Urban,Strawberry,116,5220
2025-07-25,7,Monsoon,29.49651708352337,Weekday,None,Afternoon,Urban,Butterscotch,113,6215
2025-07-25,7,Monsoon,29.49651708352337,Weekday,None,Afternoon,Urban,Coffee,79,4740
2025-07-26,7,Monsoon,30.375804165784796,Weekend,None,Evening,Rural,Vanilla,140,5600
2025-07-26,7,Monsoon,30.375804165784796,Weekend,None,Evening,Rural,Chocolate,185,9250
2025-07-26,7,Monsoon,30.375804165784796,Weekend,None,Evening,Rural,Strawberry,110,4950
2025-07-26,7,Monsoon,30.375804165784796,Weekend,None,Evening,Rural,Butterscotch,182,10010
2025-07-26,7,Monsoon,30.375804165784796,Weekend,None,Evening,Rural,Coffee,113,6780
2025-07-27,7,Monsoon,31.065992158192778,Weekend,Navratri,Afternoon,Rural,Vanilla,132,5280
2025-07-27,7,Monsoon,31.065992158192778,Weekend,Navratri,Afternoon,Rural,Chocolate,151,7550
